run_id,pub_id,pub_name,rank,source_url,discount_type,discount_desc,discount_days,discount_time_range,source_observed_at,raw_context
20260707112707,area-001-soho-london-bar,London  Bar,1,https://www.barsoho.co.uk/london-bar/food-and-drink,offer,**[Please click here to read our allergen and dietary information.](https://tkmenus.com/hippo04)** [![Wing Wednesday at Bar Soho](https://www.spccs1.co.uk/ImageTiles/135/offer_page_mobile_wing_wednesday%20(1).jpg)](https://www.barsoho.co.uk/london-bar/food-and-drink-offers#wingwednesday) [![Burger & Drink from £13 at Bar Soho](https://www.spccs1.co.uk/ImageTiles/135/offer_page_mobile_burger_drink_13%20(1).jpg)](https://www.barsoho.co.uk/london-bar/food-and-drink-offers#burgerdrink) ![Summer of S,Wednesday,,2026-07-07T11:27:07.091Z,**[Please click here to read our allergen and dietary information.](https://tkmenus.com/hippo04)** [![Wing Wednesday at Bar Soho](https://www.spccs1.co.uk/ImageTiles/135/offer_page_mobile_wing_wednesday%20(1).jpg)](https://www.barsoho.co.uk/london-bar/food-and-drink-offers#wingwednesday) [![Burger & Drink from £13 at Bar Soho](https://www.spccs1.co.uk/ImageTiles/135/offer_page_mobile_burger_drink_13%20(1).jpg)](https://www.barsoho.co.uk/london-bar/food-and-drink-offers#burgerdrink) ![Summer of Spritz at Bar Soho](https://www.spccs1.co.uk/GridContents/5762/Summer%20of%20Spritz.png)
20260707112707,area-001-soho-london-bar,London  Bar,1,https://www.barsoho.co.uk/london-bar/food-and-drink,offer,[![Wing Wednesday at Bar Soho](https://www.spccs1.co.uk/ImageTiles/135/offer_page_mobile_wing_wednesday%20(1).jpg)](https://www.barsoho.co.uk/london-bar/food-and-drink-offers#wingwednesday) [![Burger & Drink from £13 at Bar Soho](https://www.spccs1.co.uk/ImageTiles/135/offer_page_mobile_burger_drink_13%20(1).jpg)](https://www.barsoho.co.uk/london-bar/food-and-drink-offers#burgerdrink) ![Summer of Spritz at Bar Soho](https://www.spccs1.co.uk/GridContents/5762/Summer%20of%20Spritz.png) ## SUMMER O,Wednesday,,2026-07-07T11:27:07.091Z,[![Wing Wednesday at Bar Soho](https://www.spccs1.co.uk/ImageTiles/135/offer_page_mobile_wing_wednesday%20(1).jpg)](https://www.barsoho.co.uk/london-bar/food-and-drink-offers#wingwednesday) [![Burger & Drink from £13 at Bar Soho](https://www.spccs1.co.uk/ImageTiles/135/offer_page_mobile_burger_drink_13%20(1).jpg)](https://www.barsoho.co.uk/london-bar/food-and-drink-offers#burgerdrink) ![Summer of Spritz at Bar Soho](https://www.spccs1.co.uk/GridContents/5762/Summer%20of%20Spritz.png) ## SUMMER OF SPRITZ AT Bar Soho
20260707112707,area-001-soho-london-bar,London  Bar,1,https://www.barsoho.co.uk/london-bar/food-and-drink,offer,[![Burger & Drink from £13 at Bar Soho](https://www.spccs1.co.uk/ImageTiles/135/offer_page_mobile_burger_drink_13%20(1).jpg)](https://www.barsoho.co.uk/london-bar/food-and-drink-offers#burgerdrink) ![Summer of Spritz at Bar Soho](https://www.spccs1.co.uk/GridContents/5762/Summer%20of%20Spritz.png) ## SUMMER OF SPRITZ AT Bar Soho Hot spritz Summer? We’re ready.,,,2026-07-07T11:27:07.091Z,[![Burger & Drink from £13 at Bar Soho](https://www.spccs1.co.uk/ImageTiles/135/offer_page_mobile_burger_drink_13%20(1).jpg)](https://www.barsoho.co.uk/london-bar/food-and-drink-offers#burgerdrink) ![Summer of Spritz at Bar Soho](https://www.spccs1.co.uk/GridContents/5762/Summer%20of%20Spritz.png) ## SUMMER OF SPRITZ AT Bar Soho Hot spritz Summer? We’re ready.
20260707112707,area-001-soho-london-bar,London  Bar,1,https://www.barsoho.co.uk/london-bar/food-and-drink,mention,"![Summer of Spritz at Bar Soho](https://www.spccs1.co.uk/GridContents/5762/Summer%20of%20Spritz.png) ## SUMMER OF SPRITZ AT Bar Soho Hot spritz Summer? We’re ready. Get ready to sip your way through longer evenings with 3 for 2 on our Summer of Spritz menu, available Monday to Friday until 8pm. Whether it’s a midweek treat, an after-work catch up or an essential sunny day sesh, our limited-edition menu is here to keep things sparkling.",Monday; Friday; sun,,2026-07-07T11:27:07.091Z,"![Summer of Spritz at Bar Soho](https://www.spccs1.co.uk/GridContents/5762/Summer%20of%20Spritz.png) ## SUMMER OF SPRITZ AT Bar Soho Hot spritz Summer? We’re ready. Get ready to sip your way through longer evenings with 3 for 2 on our Summer of Spritz menu, available Monday to Friday until 8pm. Whether it’s a midweek treat, an after-work catch up or an essential sunny day sesh, our limited-edition menu is here to keep things sparkling."
20260707112707,area-001-soho-london-bar,London  Bar,1,https://www.barsoho.co.uk/london-bar/food-and-drink,mention,"## SUMMER OF SPRITZ AT Bar Soho Hot spritz Summer? We’re ready. Get ready to sip your way through longer evenings with 3 for 2 on our Summer of Spritz menu, available Monday to Friday until 8pm. Whether it’s a midweek treat, an after-work catch up or an essential sunny day sesh, our limited-edition menu is here to keep things sparkling. 🍊 **APEROL SPRITZ** \- Aperol, Prosecco and soda",Monday; Friday; sun,,2026-07-07T11:27:07.091Z,"## SUMMER OF SPRITZ AT Bar Soho Hot spritz Summer? We’re ready. Get ready to sip your way through longer evenings with 3 for 2 on our Summer of Spritz menu, available Monday to Friday until 8pm. Whether it’s a midweek treat, an after-work catch up or an essential sunny day sesh, our limited-edition menu is here to keep things sparkling. 🍊 **APEROL SPRITZ** \- Aperol, Prosecco and soda"
20260707112707,area-001-soho-london-bar,London  Bar,1,https://www.barsoho.co.uk/london-bar/food-and-drink,mention,"Hot spritz Summer? We’re ready. Get ready to sip your way through longer evenings with 3 for 2 on our Summer of Spritz menu, available Monday to Friday until 8pm. Whether it’s a midweek treat, an after-work catch up or an essential sunny day sesh, our limited-edition menu is here to keep things sparkling. 🍊 **APEROL SPRITZ** \- Aperol, Prosecco and soda 🥭 **SARTI SPRITZ** \- Sarti Rosa mango & passion fruit Italian aperitif, Prosecco and soda",Monday; Friday; sun,,2026-07-07T11:27:07.091Z,"Hot spritz Summer? We’re ready. Get ready to sip your way through longer evenings with 3 for 2 on our Summer of Spritz menu, available Monday to Friday until 8pm. Whether it’s a midweek treat, an after-work catch up or an essential sunny day sesh, our limited-edition menu is here to keep things sparkling. 🍊 **APEROL SPRITZ** \- Aperol, Prosecco and soda 🥭 **SARTI SPRITZ** \- Sarti Rosa mango & passion fruit Italian aperitif, Prosecco and soda"
20260707112707,area-001-soho-london-bar,London  Bar,1,https://www.barsoho.co.uk/london-bar/food-and-drink,mention,"Get ready to sip your way through longer evenings with 3 for 2 on our Summer of Spritz menu, available Monday to Friday until 8pm. Whether it’s a midweek treat, an after-work catch up or an essential sunny day sesh, our limited-edition menu is here to keep things sparkling. 🍊 **APEROL SPRITZ** \- Aperol, Prosecco and soda 🥭 **SARTI SPRITZ** \- Sarti Rosa mango & passion fruit Italian aperitif, Prosecco and soda 🌿 **HUGO SPRITZ** \- St. Germain Elderflower liqueur, Prosecco and soda",Monday; Friday; sun,,2026-07-07T11:27:07.091Z,"Get ready to sip your way through longer evenings with 3 for 2 on our Summer of Spritz menu, available Monday to Friday until 8pm. Whether it’s a midweek treat, an after-work catch up or an essential sunny day sesh, our limited-edition menu is here to keep things sparkling. 🍊 **APEROL SPRITZ** \- Aperol, Prosecco and soda 🥭 **SARTI SPRITZ** \- Sarti Rosa mango & passion fruit Italian aperitif, Prosecco and soda 🌿 **HUGO SPRITZ** \- St. Germain Elderflower liqueur, Prosecco and soda"
20260707112707,area-001-soho-london-bar,London  Bar,1,https://www.barsoho.co.uk/london-bar/food-and-drink,mention,"🍊 **APEROL SPRITZ** \- Aperol, Prosecco and soda 🥭 **SARTI SPRITZ** \- Sarti Rosa mango & passion fruit Italian aperitif, Prosecco and soda 🌿 **HUGO SPRITZ** \- St. Germain Elderflower liqueur, Prosecco and soda 0️⃣ **CRODINO SPRITZ (0.0%)** \- Crodino Italian Spritz 0%",,,2026-07-07T11:27:07.091Z,"🍊 **APEROL SPRITZ** \- Aperol, Prosecco and soda 🥭 **SARTI SPRITZ** \- Sarti Rosa mango & passion fruit Italian aperitif, Prosecco and soda 🌿 **HUGO SPRITZ** \- St. Germain Elderflower liqueur, Prosecco and soda 0️⃣ **CRODINO SPRITZ (0.0%)** \- Crodino Italian Spritz 0%"
20260707112707,area-001-soho-london-bar,London  Bar,1,https://www.barsoho.co.uk/london-bar/food-and-drink,mention,"🥭 **SARTI SPRITZ** \- Sarti Rosa mango & passion fruit Italian aperitif, Prosecco and soda 🌿 **HUGO SPRITZ** \- St. Germain Elderflower liqueur, Prosecco and soda 0️⃣ **CRODINO SPRITZ (0.0%)** \- Crodino Italian Spritz 0% Summer plans? Sorted.",,,2026-07-07T11:27:07.091Z,"🥭 **SARTI SPRITZ** \- Sarti Rosa mango & passion fruit Italian aperitif, Prosecco and soda 🌿 **HUGO SPRITZ** \- St. Germain Elderflower liqueur, Prosecco and soda 0️⃣ **CRODINO SPRITZ (0.0%)** \- Crodino Italian Spritz 0% Summer plans? Sorted."
20260707112707,area-001-soho-london-bar,London  Bar,1,https://www.barsoho.co.uk/london-bar/food-and-drink,mention,"🌿 **HUGO SPRITZ** \- St. Germain Elderflower liqueur, Prosecco and soda 0️⃣ **CRODINO SPRITZ (0.0%)** \- Crodino Italian Spritz 0% Summer plans? Sorted. Long days, loud laughs and 3 for 2 spritzes because every iconic summer deserves a little sparkle.",,,2026-07-07T11:27:07.091Z,"🌿 **HUGO SPRITZ** \- St. Germain Elderflower liqueur, Prosecco and soda 0️⃣ **CRODINO SPRITZ (0.0%)** \- Crodino Italian Spritz 0% Summer plans? Sorted. Long days, loud laughs and 3 for 2 spritzes because every iconic summer deserves a little sparkle."
